ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0072657	protein localization to membrane	63/748	251/4114	0.002949199393333	0.0376842144703661	0.0343530308367876	BID/RPL18/GPC1/RPS5/BAX/RPLP0/TIMM13/RPL3/SAMM50/RPS16/RPL18A/SEC61B/DVL1/RPL28/RPL19/RAB34/RPS13/KRT18/RPL24/RPS15/RAB32/VAMP8/PDZD11/RPL5/RPL27/LGALS3/RPL35/RPS6/FLOT1/RPLP1/RPS2/TIMM29/RPS11/RPL13A/RPS8/SNAP47/RPL10/GSN/RPL7A/RPS3/OXA1L/SQSTM1/RPL8/RPL29/MAIP1/RPS14/CDK5/RPSA/RPS21/BSG/RPL15/SFN/SSNA1/TIMM22/RPL35A/RPS26/S100A10/RPL37A/RPL12/GET3/RPL10A/RACK1/UBA52	63
GO:0071356	cellular response to tumor necrosis factor	29/748	97/4114	0.0030605664193082	0.0389469620161966	0.0355041548814485	PSMB1/GSTP1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/KRT18/HYAL1/PSMD14/PSMB2/PSMA1/ASS1/PSMB7/PSMB6/RPS3/PSMD4/PSMB4/PSMC2/PSMC3/ILK/KRT8/PSMD13/PSMB8/RACK1/IKBKG/PSMB3	29
GO:0045089	positive regulation of innate immune response	22/748	68/4114	0.00326866995781798	0.0414253886490809	0.0377634952376909	PSMB1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/SKP1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/IKBKG/PSMB3	22
GO:0090151	establishment of protein localization to mitochondrial membrane	9/748	19/4114	0.00334666436074747	0.0422414343094345	0.0385074046471971	BID/BAX/TIMM13/SAMM50/TIMM29/OXA1L/MAIP1/SFN/TIMM22	9
GO:0070646	protein modification by small protein removal	37/748	133/4114	0.00357833012832561	0.0449826520180203	0.0410063060518541	PSMB1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/NOP53/BABAM1/PSMD14/PARK7/CDC20/UCHL3/PSMB2/PSMA1/NEDD8/ADRM1/PSMB7/COPS3/PSMB6/PSMD4/PSMB4/PSMC2/SENP3/PSMC3/OTUB1/COPS6/GPS1/TADA3/SHMT2/PSMD13/MCRS1/PSMB8/UBA52/IKBKG/PSMB3	37
GO:0046128	purine ribonucleoside metabolic process	8/748	16/4114	0.00373349673449489	0.0465562544602676	0.0424408062526178	NME4/DGUOK/RAN/IMPDH2/PNP/APRT/NME1/NME2	8
GO:0072528	pyrimidine-containing compound biosynthetic process	8/748	16/4114	0.00373349673449489	0.0465562544602676	0.0424408062526178	NME4/DUT/TK1/DTYMK/CTPS1/TYMS/NME1/NME2	8
GO:0043487	regulation of RNA stability	28/748	94/4114	0.00379755630664989	0.0471656493285916	0.0429963322466592	PSMB1/EXOSC7/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/DDX49/PSMD14/EXOSC8/PSMB2/PSMA1/PSMB7/PSMB6/CARHSP1/PSMD4/PSMB4/PSMC2/METTL3/PSMC3/EXOSC1/PSMD13/PSMB8/DXO/UBA52/PSMB3	28
GO:0070199	establishment of protein localization to chromosome	6/748	10/4114	0.00382346205129936	0.0472982058537232	0.0431171711299811	PIH1D1/CCT4/CCT7/CCT6A/LRWD1/CCT2	6
GO:0000028	ribosomal small subunit assembly	7/748	13/4114	0.0039607192981388	0.0484174544122873	0.0441374811135319	RPS5/RPS15/MRPS7/ABT1/RPS14/RPSA/MRPS11	7
GO:0009124	nucleoside monophosphate biosynthetic process	7/748	13/4114	0.0039607192981388	0.0484174544122873	0.0441374811135319	DGUOK/DUT/TK1/TYMS/IMPDH2/APRT/ADSL	7
GO:0043457	regulation of cellular respiration	7/748	13/4114	0.0039607192981388	0.0484174544122873	0.0441374811135319	NOP53/PARK7/CCNB1/ISCU/PINK1/PRELID1/SHMT2	7
GO:0002429	immune response-activating cell surface receptor signaling pathway	30/748	103/4114	0.00403160555915987	0.0488989658640288	0.0445764282425201	PSMB1/PHPT1/BAX/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/ARPC3/SKP1/PSMD14/EIF2B2/PSMB2/PSMA1/ARPC1B/LGALS3/PSMB7/PSMB6/RPS3/PSMD4/PSMB4/PSMC2/STOML2/PSMC3/PSMD13/PSMB8/IKBKG/PSMB3	30
GO:0002757	immune response-activating signal transduction	30/748	103/4114	0.00403160555915987	0.0488989658640288	0.0445764282425201	PSMB1/PHPT1/BAX/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/ARPC3/SKP1/PSMD14/EIF2B2/PSMB2/PSMA1/ARPC1B/LGALS3/PSMB7/PSMB6/RPS3/PSMD4/PSMB4/PSMC2/STOML2/PSMC3/PSMD13/PSMB8/IKBKG/PSMB3	30
